pickup_date,pickup_time,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
6,16,1,-73.95394135,40.82189178,-73.95394135,40.82189178,1680
1,10,1,-73.98986053,40.73935699,-73.9764328,40.73957443,760
4,13,1,-73.96630859,40.76195145,-73.94963074,40.77246857,310
3,19,1,-73.98699188,40.73337173,-73.97440338,40.7320137,320
5,11,1,-73.98685455,40.76246643,-73.95800781,40.78467178,1253
3,10,5,-73.96829224,40.76499557,-73.96052551,40.76821518,168
5,18,1,-73.98362732,40.78071976,-73.98374939,40.77544022,280
4,20,1,-73.99988556,40.73306656,-73.98253632,40.74250031,564
2,06,1,-73.9810791,40.7649765,-73.99156189,40.74993515,171
3,14,1,-73.96240234,40.77027893,-73.96405792,40.76789474,87
4,18,2,-73.95680237,40.77401733,-73.96219635,40.76539612,497
4,12,1,-74.00196838,40.74744034,-73.97786713,40.75137711,1290
1,19,2,-73.99806976,40.72945023,-73.99119568,40.74871826,762
2,19,3,-73.86295319,40.76880264,-73.81255341,40.72480011,1108
3,22,2,-73.99217987,40.73802185,-74.00524902,40.73078156,401
6,22,1,-73.97245026,40.75336838,-73.95295715,40.78606415,780
6,13,1,-73.99598694,40.74418259,-73.97689819,40.73908997,728
4,03,1,-73.99216461,40.72497177,-73.97732544,40.74668503,671
1,15,1,-74.02697754,40.7500267,-74.02700043,40.75004578,22
2,17,1,-73.95375061,40.76693344,-73.95373535,40.77926254,401
4,20,1,-73.98072815,40.75991821,-73.98049927,40.77322769,326
6,22,1,-73.97265625,40.75336456,-73.95957947,40.76286697,306
4,17,1,-73.97588348,40.7407608,-74.00089264,40.7463913,612
2,12,1,-74.00622559,40.73942947,-74.00152588,40.72430038,878
5,22,1,-73.94284058,40.73271942,-73.98244476,40.72875214,1145
6,19,1,-73.94963837,40.79641342,-74.00519562,40.7155571,1857
4,20,2,-73.98245239,40.7493782,-73.92986298,40.77082825,1096
3,22,1,-74.00862122,40.71904373,-74.00031281,40.71976852,402
3,16,1,-73.79104614,40.64661407,-73.9495163,40.7809906,2844
2,01,1,-73.94038391,40.81481552,-73.93083191,40.83193588,540
1,21,2,-73.98880768,40.73102188,-73.9892807,40.75616074,1247
3,00,1,-73.98690796,40.75582123,-73.97170258,40.7512207,476
5,08,1,-73.99266815,40.73017883,-73.98204041,40.75238037,1204
1,17,1,-73.9777832,40.76384354,-73.97779846,40.77800369,486
5,21,1,-74.00440216,40.73331451,-73.97958374,40.74123764,831
2,01,1,-73.94544983,40.80804825,-73.9397583,40.82701492,425
3,11,1,-73.99397278,40.74654007,-73.99025726,40.75679016,389
5,16,1,-73.95400238,40.76696014,-73.95810699,40.77344131,367
1,07,1,-73.99411774,40.68130875,-74.00719452,40.70533752,770
3,14,2,-73.98629761,40.74988937,-73.78903961,40.64157867,3420
2,18,1,-73.9811554,40.7794342,-73.96572876,40.80133438,321
6,08,5,-73.9778595,40.75250626,-73.98483276,40.74229431,1012
6,16,2,-73.99378967,40.73291016,-73.98204803,40.76280594,1768
4,14,2,-73.98767853,40.72431183,-73.95426178,40.77027893,820
1,18,2,-73.97045898,40.76498032,-73.96351624,40.77469635,143
1,16,1,-73.94998169,40.82720184,-73.95198059,40.78141022,1267
1,12,1,-73.9777298,40.75469589,-73.96887207,40.76696396,1064
5,21,1,-73.97047424,40.7938118,-73.9437027,40.7994194,529
2,18,1,-73.97510529,40.75667953,-73.96136475,40.77019882,522
2,08,1,-73.97875214,40.75250244,-74.01514435,40.71143341,1243
2,13,1,-73.99324036,40.74268723,-73.97924042,40.7617836,530
6,22,1,-73.98839569,40.76909637,-73.96576691,40.77415085,581
4,20,1,-73.98334503,40.72145462,-73.98709869,40.74898911,916
4,05,1,-73.99076843,40.76100922,-73.91566467,40.82326508,1559
6,03,1,-73.99241638,40.73035812,-74.00229645,40.73973465,295
4,22,1,-73.99110413,40.75015259,-73.9857254,40.72858429,561
1,14,1,-73.99414063,40.75113678,-73.99685669,40.74201965,474
2,01,1,-73.99559784,40.73912811,-74.00790405,40.71148682,731
5,15,5,-73.96671295,40.8044014,-73.97354889,40.78474045,614
1,12,2,-73.98345184,40.74419785,-74.00289154,40.73360062,890
3,18,1,-74.00653839,40.71683884,-73.97093201,40.69340897,1018
3,09,1,-73.96569061,40.76837158,-73.98739624,40.75346756,1619
6,18,1,-73.99090576,40.76086807,-74.00408173,40.74773407,480
1,07,2,-73.95572662,40.77893066,-73.98336792,40.75585175,572
2,05,4,-73.956604,40.77138901,-73.9395752,40.7542038,484
2,03,1,-73.98571014,40.72710037,-73.93717194,40.79365158,800
2,17,1,-73.98455048,40.76686096,-73.9868927,40.72082901,2502
2,16,1,-73.77666473,40.64540863,-73.73332214,40.74580765,1235
6,16,1,-73.78102875,40.64661026,-73.99256134,40.76755905,4321
6,22,1,-73.9884491,40.72757339,-74.00487518,40.74086761,799
5,20,2,-73.97354889,40.76379395,-73.99353027,40.75627518,852
2,10,1,-73.99707031,40.72717285,-74.01156616,40.70692444,406
4,20,2,-73.98396301,40.76516342,-73.88795471,40.75134659,1644
6,00,1,-73.99201202,40.74925232,-73.99074554,40.6933403,1595
3,17,6,-73.97667694,40.74780273,-73.95406342,40.77040863,834
1,06,1,-73.98306274,40.73067856,-73.87084961,40.77416992,1120
1,00,1,-73.9745636,40.75928879,-73.96977234,40.76881027,172
6,08,1,-74.00728607,40.70796585,-73.98232269,40.75407028,1655
5,08,1,-74.01598358,40.71499252,-74.00991058,40.72146225,205
3,18,1,-73.99990082,40.74847031,-73.99261475,40.742836,229
3,21,1,-73.97558594,40.75624466,-73.99741364,40.75634384,977
1,07,1,-73.98578644,40.75921249,-73.97957611,40.76243591,295
6,22,6,-73.98072815,40.74231339,-74.00273132,40.73897171,758
5,18,1,-73.97826385,40.74564362,-73.9625473,40.76970673,535
3,08,1,-73.95743561,40.76425552,-73.97509766,40.7558136,828
2,04,1,-74.00041199,40.73897171,-73.98831177,40.74667358,286
5,07,5,-73.97267914,40.78601074,-73.94374084,40.84048843,780
2,21,1,-73.93907166,40.79115677,-73.95365906,40.7788887,384
1,19,1,-73.97395325,40.75191498,-73.96187592,40.76753616,450
5,16,1,-73.97283173,40.78068161,-73.97433472,40.75941086,798
2,21,2,-73.99207306,40.76924133,-73.99340057,40.75723648,416
3,09,1,-73.95513153,40.76900101,-73.9473114,40.77991104,273
6,13,1,-73.99222565,40.72987366,-73.98163605,40.76459122,1152
6,09,1,-73.98055267,40.76272583,-73.99121857,40.75048828,1192
2,23,1,-73.99717712,40.74198151,-73.99088287,40.76079941,601
6,11,2,-73.98435974,40.75746918,-74.01500702,40.71128464,1134
4,19,3,-73.96015167,40.77877426,-73.97492218,40.78741455,289
6,13,1,-73.98516083,40.77375031,-73.97853088,40.78560638,398
3,20,1,-73.98104095,40.73800278,-73.98784637,40.74403,342
1,22,1,-73.99265289,40.74848938,-73.99817657,40.73615265,168
2,20,3,-73.99282837,40.73735046,-74.0031662,40.7492981,657
1,07,1,-73.99143982,40.74991226,-73.98516083,40.77404404,872
6,08,5,-73.99057007,40.74964142,-73.97521973,40.76383972,1408
3,00,1,-73.98002625,40.76019287,-73.98617554,40.75085831,546
3,13,1,-74.01138306,40.70275879,-74.00913239,40.71087646,870
1,09,1,-73.97770691,40.75490952,-73.9511795,40.79105759,1511
1,04,1,-73.97649384,40.75152969,-73.99538422,40.72319412,524
3,14,1,-73.97987366,40.74573898,-73.81900024,40.8482132,2872
5,04,2,-73.96553802,40.80942154,-73.93883514,40.81901169,486
1,09,1,-74.00357056,40.73868179,-74.00379944,40.74925995,292
1,17,1,-73.98828125,40.74367523,-74.00593567,40.74873352,554
5,11,1,-73.97483826,40.76507568,-73.9708252,40.75627136,492
2,18,1,-73.99533081,40.74392319,-73.98550415,40.74722672,813
3,11,1,-73.97902679,40.72378922,-73.99194336,40.72616196,427
5,23,1,-73.96347046,40.76148987,-73.91231537,40.76595306,815
2,01,1,-73.98504639,40.75720978,-73.97789001,40.75231934,247
5,19,1,-73.96446991,40.75701141,-73.95941162,40.78004837,616
1,12,1,-73.97740173,40.76438522,-73.96143341,40.76036835,716
1,02,1,-73.97080994,40.75868988,-73.91777802,40.75526047,548
6,14,4,-73.99652863,40.72530365,-73.98699951,40.72229385,380
3,16,1,-73.97780609,40.78698349,-73.98025513,40.78304291,179
5,12,5,-73.9696579,40.7578392,-73.99221039,40.7507782,1173
5,09,1,-73.95731354,40.7804184,-73.97102356,40.76102829,1069
3,11,2,-73.99520111,40.74959183,-73.99481201,40.76353836,1426
5,11,1,-73.97602844,40.74491882,-73.99243927,40.74892807,1187
5,15,1,-73.95753479,40.76558685,-73.9511795,40.77830505,524
2,13,1,-73.9797821,40.75252914,-73.9909668,40.75875092,735
2,17,1,-73.9732666,40.74708176,-73.98612213,40.74688339,636
3,18,1,-73.87467957,40.77410889,-74.01000977,40.70326996,2027
5,13,1,-73.98051453,40.78012085,-73.97562408,40.78686142,175
2,14,1,-73.87277985,40.77407837,-74.00955963,40.70663834,1736
5,23,1,-73.9899292,40.76062012,-73.97548676,40.7770195,486
4,05,1,-73.95085144,40.77137756,-73.87282562,40.77429581,935
6,08,1,-73.97303009,40.75521851,-73.77642059,40.64570236,2377
6,02,1,-73.99674225,40.7257309,-73.98265839,40.74829865,498
1,10,1,-73.99414825,40.75102234,-73.98674774,40.75744247,457
6,21,1,-74.00435638,40.74235153,-74.00837708,40.73572922,298
3,18,1,-73.95664978,40.77062225,-73.99298859,40.7335434,1280
6,20,2,-73.95387268,40.77510834,-73.98261261,40.77730942,749
2,15,2,-73.98514557,40.7555275,-73.98773193,40.75084305,161
6,18,1,-73.98617554,40.75268173,-73.98068237,40.73536682,574
6,03,1,-73.85910034,40.72917175,-73.84483337,40.72374725,495
5,19,1,-73.79018402,40.64385986,-73.98343658,40.77846527,3574
4,13,1,-73.952034,40.76926422,-73.95927429,40.77348709,386
5,23,1,-74.00589752,40.74002075,-73.98171997,40.76288223,674
6,06,1,-73.94772339,40.78347397,-73.96417236,40.76803207,364
1,01,1,-73.9797287,40.72704315,-73.97889709,40.74055481,413
4,12,1,-73.99317932,40.75242996,-73.99652863,40.74052811,588
4,12,1,-74.00521851,40.73394012,-74.00521851,40.73394012,9
4,00,2,-74.00636292,40.73334885,-74.01084137,40.71673965,460
5,13,1,-73.87294006,40.77420044,-73.89740753,40.82176971,1366
1,15,5,-73.99851227,40.71993637,-73.9874649,40.75393677,1378
4,10,1,-73.94775391,40.78315735,-73.95245361,40.77729797,85
4,21,1,-73.77677155,40.6452713,-73.8479538,40.67621994,755
3,11,1,-73.96982574,40.75302887,-73.994133,40.74633026,1329
6,21,1,-73.98274994,40.77212906,-73.98951721,40.76234818,246
2,20,1,-73.97292328,40.75577164,-73.98699951,40.72961807,3066
6,16,1,-73.98362732,40.75542831,-73.97232056,40.75572968,851
2,23,6,-73.95452118,40.76380157,-73.92973328,40.79712296,647
4,04,1,-73.96215057,40.762146,-73.9656601,40.75897598,163
4,08,1,-74.00809479,40.72588348,-74.0079422,40.72586823,19
3,10,1,-73.78741455,40.66391373,-74.01908875,40.77466965,4322
1,12,1,-73.98627472,40.7443161,-73.91928864,40.86133957,1202
1,21,1,-73.87445831,40.77402878,-73.95690918,40.74578857,913
6,13,3,-73.96257782,40.81003571,-73.97711182,40.78523636,561
4,21,1,-74.00585938,40.74003983,-73.95185089,40.76950073,1190
2,21,1,-74.01607513,40.71511078,-74.00590515,40.71175003,504
1,19,1,-73.98619843,40.76736832,-73.99571228,40.75920868,518
3,20,1,-73.98609924,40.75894165,-73.99099731,40.75086975,287
1,17,1,-73.97323608,40.76370239,-73.97673035,40.74845123,662
5,11,6,-73.96398163,40.77389526,-74.0138855,40.71400833,1317
5,15,1,-73.94203186,40.7913208,-73.95442963,40.77428818,631
6,23,1,-74.00093842,40.74634171,-73.96209717,40.90552902,1864
3,07,1,-73.78104401,40.64500809,-73.98055267,40.75101471,5352
6,03,3,-73.96375275,40.76135635,-73.97081757,40.75027847,240
3,16,1,-73.98670959,40.76140213,-73.97926331,40.76226425,286
5,23,1,-73.87514496,40.77396011,-73.99611664,40.72234344,1099
2,09,1,-73.99987793,40.73325348,-73.97255707,40.75908661,1577
1,00,1,-74.00399017,40.74757004,-73.95254517,40.74682236,1375
4,10,1,-73.98016357,40.76324081,-73.86283875,40.76858902,1707
3,07,1,-74.0088501,40.71379089,-73.98070526,40.75970459,1435
5,13,2,-73.97505951,40.75179672,-74.00656891,40.71934891,1496
5,23,1,-73.9842453,40.74862289,-73.98968506,40.72951126,380
6,23,2,-73.97621155,40.76411819,-73.99176788,40.72232819,1652
2,08,1,-73.9610672,40.76938248,-73.99258423,40.75089264,970
1,20,1,-73.97097015,40.75660324,-73.98894501,40.74381638,687
2,08,1,-74.00337219,40.72701263,-73.96316528,40.77486038,1267
1,23,1,-73.95370483,40.80659866,-73.95604706,40.80612564,108
6,19,2,-73.97851563,40.77281952,-73.98051453,40.78001022,494
5,18,6,-73.95185852,40.79037094,-73.94895172,40.8017807,182
2,17,1,-73.99394989,40.76685333,-73.97850037,40.77576828,353
4,20,1,-73.9610672,40.78091812,-73.9710083,40.80017853,441
4,14,1,-73.96977997,40.75685883,-73.9647522,40.75743103,234
1,00,1,-73.77674866,40.64534378,-73.9394989,40.61146545,1308
4,19,2,-74.00595856,40.74845123,-73.99332428,40.76251602,352
5,02,1,-73.98754883,40.7496109,-73.94589233,40.79203033,813
5,15,1,-73.98062897,40.73397827,-73.78360748,40.64376068,5248
3,21,2,-73.97915649,40.69366837,-73.98668671,40.70211411,236
3,09,6,-73.94934845,40.78119659,-73.96408844,40.76208878,742
4,21,5,-74.00634003,40.71865845,-73.9834137,40.73894119,844
2,20,1,-73.96782684,40.76571655,-73.99852753,40.74518585,1039
6,08,5,-73.97647858,40.71796036,-73.99027252,40.7508812,835
5,12,1,-73.98651123,40.74253464,-73.96737671,40.76558685,1314
5,13,1,-73.96619415,40.79497147,-73.95934296,40.78107834,350
2,01,5,-73.9784317,40.74517059,-73.94699097,40.77336121,620
6,22,1,-74.00200653,40.74575043,-74.00434875,40.74057007,112
2,11,1,-74.01261139,40.70236588,-74.01434326,40.70336151,2735
1,19,2,-73.97531128,40.75759888,-74.0088501,40.71619034,1660
6,18,1,-73.98194885,40.75444794,-73.9668045,40.76939392,781
2,20,1,-73.96614075,40.75598907,-73.9852829,40.76165009,634
2,19,3,-73.98950195,40.74026871,-73.97705078,40.74356079,325
2,22,2,-73.96669006,40.76484299,-73.95371246,40.80614853,585
1,07,1,-73.97348785,40.79457474,-74.00971222,40.71063232,1428
6,23,3,-73.9761734,40.74433136,-73.99433136,40.72481537,467
6,22,3,-73.95776367,40.72204971,-74.00314331,40.72999191,972
6,16,2,-73.98986816,40.72619247,-73.98924255,40.71564865,648
1,01,2,-73.91307831,40.7744751,-73.9304657,40.7667923,353
5,19,1,-73.95368958,40.76686859,-73.95970917,40.77320862,413
1,12,1,-73.97064972,40.75413132,-73.97720337,40.74206161,468
2,07,1,-73.98410797,40.73737717,-73.96664429,40.77233124,758
3,06,6,-73.95272827,40.81044006,-73.86177826,40.76836014,1485
2,01,1,-73.9848175,40.75916672,-73.9901886,40.75156021,163
1,11,1,-73.96854401,40.76189804,-73.99320984,40.74634933,825
4,22,3,-73.7767334,40.64539337,-73.86399078,40.76935577,1290
3,06,1,-73.97044373,40.75240326,-73.97947693,40.75272369,154
5,06,2,-73.94448853,40.77960205,-74.00306702,40.74884796,1026
2,08,1,-73.97577667,40.78162384,-73.97135925,40.75055313,1047
5,13,1,-73.9925766,40.7682991,-73.98554993,40.7669487,808
6,01,2,-73.98490143,40.76397324,-73.96331787,40.76259995,418
3,15,2,-73.99495697,40.76024628,-73.98531342,40.75846481,480
5,17,1,-73.98760986,40.71999741,-73.95773315,40.71134949,464
3,21,1,-73.98482513,40.77825546,-73.96381378,40.7612381,684
5,19,1,-73.99256897,40.73030853,-73.98802185,40.72260666,276
3,20,1,-74.00803375,40.7228508,-73.99986267,40.72848892,376
2,12,2,-73.95782471,40.76550293,-73.9542923,40.78147888,585
2,12,1,-73.99588776,40.74890518,-74.00386047,40.75258636,128
3,15,1,-74.0045166,40.70726013,-73.97586823,40.73331833,512
6,22,1,-74.01305389,40.71627426,-73.97843933,40.76392365,1135
2,19,1,-73.99153137,40.72767258,-73.99268341,40.67941666,1186
5,15,1,-73.99538422,40.72492599,-73.97518921,40.73002625,564
5,21,2,-73.99008942,40.7567215,-73.96855927,40.75903702,808
3,20,1,-73.97554016,40.76096344,-73.97746277,40.75691986,333
5,04,2,-74.01464081,40.71004105,-74.01062775,40.71783829,279
1,12,1,-73.96040344,40.76980591,-73.96466827,40.77282333,130
4,22,5,-73.98760986,40.71979904,-73.98178864,40.7145195,216
1,20,5,-73.98934174,40.74235153,-74.00067139,40.73585892,337
2,12,1,-73.95423126,40.7704277,-73.94655609,40.78052902,155
4,21,1,-73.98574829,40.74703979,-73.9907608,40.75662613,1117
1,23,1,-74.00025177,40.73044586,-73.98071289,40.76433182,994
3,15,1,-73.99887085,40.76012802,-73.99171448,40.74334717,493
2,19,3,-73.9773941,40.76343155,-73.98921204,40.77174377,537
4,08,1,-73.99419403,40.71986008,-73.98204803,40.74324799,1038
3,18,1,-73.97840881,40.74509811,-73.9213562,40.82746887,1678
5,10,2,-73.94461823,40.77947617,-73.95404816,40.76677704,254
3,15,1,-73.95378113,40.77091217,-73.98034668,40.75102997,982
2,00,1,-74.00524139,40.72055817,-73.98982239,40.77137756,1086
1,02,1,-73.99958038,40.7285881,-73.98249817,40.73147202,497
5,04,5,-73.98165894,40.75848007,-73.98819733,40.747509,263
4,14,2,-74.00191498,40.71912003,-74.00344849,40.73619843,567
3,17,2,-73.96060181,40.76160812,-73.95179749,40.7735405,212
6,11,1,-73.97660065,40.75235748,-73.99002075,40.75133514,1081
4,18,1,-73.95306396,40.78291321,-73.95222473,40.77560043,336
4,18,2,-73.98088837,40.76750565,-73.98189545,40.78579712,788
6,09,2,-74.00330353,40.70820999,-73.98667145,40.74369049,1477
2,18,1,-73.96942902,40.76845932,-73.9732666,40.79441833,710
5,22,1,-73.97470093,40.75603104,-73.9258728,40.74060059,768
1,10,1,-73.98690796,40.7296524,-73.97884369,40.76573563,1149
3,22,1,-73.97357178,40.75034714,-74.00901794,40.70424652,636
2,16,1,-73.98167419,40.78393173,-73.97250366,40.79623032,386
2,21,1,-73.9519043,40.77797318,-73.9497757,40.77368546,151
3,08,1,-73.98118591,40.74814987,-73.97428894,40.7597847,345
6,11,5,-73.95911407,40.7636261,-73.96269989,40.77480698,462
6,23,2,-73.97554016,40.75199127,-73.978302,40.74598694,165
4,13,3,-73.97413635,40.74708176,-74.0035553,40.7326088,930
1,20,1,-73.97258759,40.7538414,-73.93476868,40.85461044,2833
6,19,1,-73.96806335,40.7922554,-73.98164368,40.78459167,363
6,02,1,-73.96863556,40.7591095,-73.94456482,40.71809387,932
4,07,1,-73.94847107,40.78244781,-73.99388885,40.75216675,753
1,16,1,-73.94927216,40.7730751,-73.97325134,40.7827034,918
6,13,1,-73.98535156,40.74201584,-73.98074341,40.75084686,473
1,12,2,-73.96394348,40.76793671,-73.99246216,40.75858688,806
1,18,1,-73.99101257,40.74959946,-74.01083374,40.71324158,851
3,08,1,-73.98130798,40.7291069,-73.97547913,40.7495079,653
4,15,1,-73.98579407,40.75986481,-74.01444244,40.70314789,2280
2,20,1,-73.9628067,40.79444885,-73.94959259,40.7709465,668
1,10,1,-73.98583984,40.75244904,-73.96813965,40.76810074,1025
1,16,2,-74.00879669,40.73946762,-74.00061035,40.72113037,833
6,20,1,-73.98033905,40.74273682,-73.93894196,40.71445847,1674
6,06,1,-73.99756622,40.7465477,-73.99933624,40.75875854,209
2,22,1,-73.98960876,40.73448181,-73.95005035,40.6760025,1772
2,08,1,-73.96851349,40.75722504,-73.98371887,40.77519226,1075
1,00,1,-73.98397827,40.75476074,-73.97879791,40.76525879,428
2,05,1,-73.95114899,40.80269623,-73.95953369,40.81552887,265
4,21,1,-73.98326111,40.77127075,-73.99315643,40.75763702,291
5,14,1,-73.9567337,40.76688004,-73.98200226,40.74647903,1259
3,18,2,-73.98182678,40.77473831,-73.98465729,40.75962067,715
4,00,2,-73.99131012,40.75022125,-73.97610474,40.7448616,517
3,13,1,-74.01592255,40.70510483,-74.01015472,40.72157288,317
5,18,1,-73.98071289,40.77987289,-73.95088959,40.76963043,938
3,14,1,-73.98571014,40.75861359,-73.96656036,40.79249573,1125
6,14,1,-74.00443268,40.74175262,-74.00488281,40.74975967,408
1,09,1,-73.99828339,40.74542236,-73.97377014,40.7603569,640
3,06,3,-73.99662018,40.69366074,-73.99731445,40.74692535,1018
2,10,1,-73.97311401,40.75520706,-73.98439026,40.76984406,966
4,00,2,-73.97335815,40.74401474,-73.99088287,40.73973083,468
2,19,2,-73.99410248,40.7387886,-73.95475006,40.80526733,1892
3,15,1,-73.99371338,40.7513237,-73.99932098,40.72516251,1492
3,18,1,-73.96520233,40.77256012,-73.96923065,40.76941299,474
4,10,1,-73.98180389,40.7283783,-73.95326996,40.76755142,934
6,05,1,-74.00511932,40.7409935,-74.01546478,40.70988846,473
1,23,1,-73.99410248,40.75138092,-73.94812775,40.77877045,799
5,07,2,-73.99188995,40.74897385,-73.98664856,40.74285889,382
6,08,1,-74.00256348,40.72668076,-73.99204254,40.74336243,632
5,21,1,-73.99256134,40.74858475,-73.97829437,40.7520256,333
2,20,5,-73.99742889,40.74482346,-73.97594452,40.7488327,614
3,20,1,-73.97171783,40.75680161,-73.97781372,40.7735405,627
5,09,1,-73.9850769,40.76349258,-73.99028015,40.7513504,288
2,00,1,-73.98692322,40.74753189,-73.95988464,40.77375031,606
3,12,2,-73.97400665,40.75437927,-73.98368073,40.73416901,596
1,13,1,-73.99331665,40.74235153,-73.98234558,40.77295685,1228
4,18,1,-74.01728058,40.71137619,-74.0022583,40.72651672,705
6,12,6,-73.98269653,40.74523163,-74.0062027,40.74381638,984
4,08,2,-74.0031662,40.72056961,-73.99794769,40.73751068,603
4,11,6,-73.95589447,40.76407242,-73.94619751,40.7756424,217
4,10,3,-73.98292542,40.76210403,-73.99116516,40.75037384,978
2,00,3,-73.99899292,40.73930359,-73.9879837,40.72816086,450
1,17,2,-74.00646973,40.73234177,-74.0100174,40.7208519,376
2,16,1,-73.99040985,40.75630951,-73.97786713,40.75387192,770
3,12,1,-73.97011566,40.7596817,-74.0046463,40.74191666,1293
4,18,6,-73.96910095,40.76412201,-73.97583771,40.75167847,1125
3,19,6,-73.9842453,40.75989151,-73.99378967,40.69587326,1775
3,04,1,-73.9175415,40.77110672,-73.96235657,40.77909851,726
1,00,1,-74.00244904,40.73994064,-73.98741913,40.77077484,549
2,16,1,-73.97962189,40.78411865,-73.97521973,40.79003143,174
4,23,6,-73.96962738,40.7602005,-73.97521973,40.75273895,356
2,15,5,-73.98989105,40.74174881,-73.9973526,40.72240829,779
5,08,4,-73.95749664,40.76679993,-73.94937897,40.78538132,506
3,12,4,-73.96713257,40.80107117,-73.94946289,40.80376053,365
3,23,1,-73.79007721,40.6471138,-73.98373413,40.73894119,2127
3,22,2,-73.96827698,40.79098129,-73.97666931,40.75912094,715
2,06,1,-73.96961212,40.79773712,-73.97498322,40.78271484,396
5,23,1,-73.99437714,40.74604034,-73.98504639,40.72797394,638
3,16,1,-73.98332977,40.7557373,-73.98097229,40.78247452,693
3,03,1,-74.00505829,40.71960068,-73.97153473,40.79456711,1072
6,20,2,-73.99822235,40.74055862,-73.99806213,40.73283005,356
4,23,1,-73.98415375,40.72230148,-73.99855042,40.74432373,653
1,15,1,-73.98485565,40.72447968,-74.00245667,40.73975372,809
4,21,2,-73.97938538,40.74373627,-73.99139404,40.74891663,445
3,21,4,-73.94786835,40.77501297,-73.96968842,40.80295944,829
3,19,1,-73.98416901,40.74603653,-73.97898865,40.75260162,246
1,18,2,-73.99143982,40.75011444,-73.87086487,40.77406693,1166
4,10,1,-73.94799805,40.77899933,-73.97258759,40.74992371,567
2,14,6,-73.99398804,40.74108887,-73.99266815,40.75408554,404
4,13,1,-73.96320343,40.80389786,-73.95503998,40.78427887,530
4,19,5,-73.97651672,40.78808975,-73.96882629,40.80177689,395
5,03,1,-73.98721313,40.72274399,-73.98203278,40.73833466,245
2,12,1,-73.9780426,40.76317596,-73.86174011,40.76835251,1963
5,19,1,-73.98058319,40.78334045,-73.95748901,40.78263855,582
6,21,2,-73.97438049,40.76219177,-73.99150085,40.75043869,461
2,19,1,-73.98419952,40.75502014,-74.00390625,40.73160553,1009
3,11,1,-73.98295593,40.73504257,-73.98310852,40.73489761,12
1,17,1,-73.97116852,40.75106812,-73.97466278,40.73622131,542
2,08,1,-74.00801849,40.73881149,-73.97673798,40.73929977,869
3,12,1,-74.01557922,40.71153641,-73.97216797,40.75949478,1254
3,20,3,-73.98038483,40.78400803,-73.96803284,40.79729843,288
1,21,1,-73.98313904,40.73062515,-73.96711731,40.75290298,378
2,08,1,-73.98013306,40.74992752,-73.79556274,40.64450455,2411
1,02,1,-73.99381256,40.72714996,-73.98545837,40.73889923,368
5,16,5,-73.9850235,40.76871109,-73.97483063,40.77761841,323
5,20,1,-73.97532654,40.7530899,-74.009758,40.70609665,734
5,10,1,-73.99798584,40.72101212,-74.01039124,40.71870422,426
2,09,4,-73.98498535,40.76268387,-74.01660156,40.70476532,1260
6,01,1,-74.00421906,40.73028183,-73.99892426,40.74473572,306
3,17,1,-73.78246307,40.64453506,-73.99829102,40.73213196,3294
5,16,1,-73.98001862,40.75297928,-73.97798157,40.77336121,793
5,15,1,-73.96765137,40.76273346,-73.98443604,40.75960541,815
2,20,6,-73.98622131,40.72628784,-73.98549652,40.72015381,614
6,15,1,-73.97138977,40.75815964,-73.9753418,40.75191879,467
4,22,5,-73.9524765,40.77643585,-73.96141052,40.77155685,378
2,19,1,-73.97877502,40.76240921,-73.87041473,40.7720108,1243
5,22,1,-73.99436188,40.75148773,-74.00709534,40.73287964,516
4,18,1,-74.00042725,40.72557831,-73.9808197,40.77820969,1043
1,01,2,-73.99090576,40.73402786,-73.99877167,40.74545288,350
5,18,1,-73.77661896,40.64524078,-73.92545319,40.67208862,2087
4,07,1,-73.78987885,40.64668655,-73.98097229,40.7648468,4844
4,00,1,-73.98093414,40.76301193,-73.90781403,40.77579117,1377
6,15,1,-73.97189331,40.74403381,-73.99126434,40.75023651,1198
2,10,2,-73.95792389,40.78207779,-73.94833374,40.77387619,407
4,22,1,-73.96709442,40.76516342,-73.97932434,40.78440857,763
4,07,2,-73.93248749,40.76443481,-73.94208527,40.75449371,331
1,02,1,-73.95580292,40.78783035,-73.97424316,40.76227951,344
1,01,1,-73.97913361,40.78539276,-73.98516846,40.75546646,560
6,23,1,-73.87307739,40.77412033,-73.99359894,40.73923874,2134
4,07,2,-73.95320129,40.77991486,-73.96591187,40.80511093,743
5,14,1,-73.97396088,40.7543869,-73.99085236,40.75105286,497
5,19,1,-74.00100708,40.72969818,-73.9990921,40.73737717,302
4,20,1,-73.98567963,40.72700882,-73.9495697,40.7767334,2069
4,12,1,-73.9739151,40.7892952,-73.96276093,40.80452728,253
4,09,1,-74.00339508,40.72725296,-73.97409821,40.75151062,1050
4,21,1,-73.99494934,40.74018478,-73.97917175,40.75273514,503
3,05,1,-73.9692688,40.76076508,-73.98969269,40.75170135,349
3,13,4,-73.97453308,40.7650032,-73.96298981,40.76950073,825
5,10,1,-73.99417114,40.75105286,-73.98313904,40.76442337,1165
2,17,6,-73.96609497,40.7708931,-73.98505402,40.75918579,684
1,23,1,-74.01110077,40.71340179,-73.96623993,40.76493073,1360
5,08,1,-73.97077942,40.78340149,-73.95596313,40.77295303,736
